1,6.7238,6.7434,6.6966
2,5.8682,5.8068,5.8062
3,5.6602,5.6514,5.9958
4,5.7142,5.6956,5.8014
5,5.7268,5.734,5.8518
6,5.8216,5.7896,5.7476
7,5.8902,5.897,5.8224
8,5.8948,5.872,5.855
9,6.0982,6.1548,5.817
10,6.0594,6.0894,5.9894
11,5.9958,6.0608,5.7638
12,5.9974,5.9854,5.966
13,6.064,6.0746,6.0018
14,6.1666,6.2008,6.001
15,6.1478,6.1846,6.0952
16,6.1964,6.2406,5.9568
17,6.238,6.2632,6.095
18,6.1396,6.154,6.0804
19,6.287,6.1866,6.0118
20,6.1552,6.1498,5.9632
21,6.2124,6.2726,6.0148
22,6.1322,6.151,5.9328
23,6.1336,6.1156,5.9872
24,6.2168,6.294,6.0852
25,6.2426,6.2176,6.1564
26,6.2824,6.3334,6.1786
27,6.3018,6.363,6.1404
28,6.1794,6.2394,6.0486
29,6.3196,6.2956,6.1494
30,6.4086,6.3772,6.236
31,6.3166,6.308,6.0404
32,6.368,6.392,6.0454
33,6.3572,6.3508,6.1302
34,6.1954,6.248,6.0828
35,6.4106,6.3568,6.1572
36,6.3802,6.3328,6.1652
37,6.446,6.4642,6.1524
38,6.4556,6.4656,6.2646
39,6.3892,6.4136,6.078
40,6.4542,6.4764,6.1408
41,6.3466,6.3182,6.1184
42,6.4908,6.5006,6.1368
43,6.3782,6.3816,6.155
44,6.455,6.4302,6.2226
45,6.4248,6.372,6.1608
46,6.446,6.4668,6.2608
47,6.472,6.4888,6.1722
48,6.4812,6.5464,6.106
49,6.3456,6.3442,6.144
50,6.4816,6.3958,6.1474
51,6.3278,6.3652,6.3076
52,6.429,6.5126,6.298
53,6.4224,6.4392,6.3238
54,6.474,6.4728,6.1226
55,6.476,6.4406,6.1652
56,6.289,6.2924,6.1136
57,6.5074,6.4724,6.262
58,6.3624,6.4118,6.206
59,6.3686,6.3796,6.2248
60,6.526,6.5286,6.2314
61,6.3024,6.335,6.2476
62,6.4022,6.3858,6.274
63,6.4324,6.3858,6.1636
64,6.302,6.3102,6.1138
65,6.4134,6.4,6.1706
66,6.3362,6.4292,6.1048
67,6.3666,6.3536,6.1452
68,6.2056,6.1792,6.0424
69,6.234,6.2226,6.0706
70,6.2562,6.3008,6.0552
71,6.3096,6.2668,6.0442
72,6.3802,6.422,6.133
73,6.2092,6.2266,6.0098
74,6.3106,6.3356,6.1478
75,6.2582,6.2826,6.1586
76,6.2642,6.2348,6.1642
77,6.445,6.4678,6.2278
78,6.374,6.426,6.1724
79,6.3458,6.3776,6.1798
80,6.2886,6.2812,6.1664
81,6.4704,6.405,6.2346
82,6.4424,6.4958,6.2284
83,6.406,6.4848,6.385
84,6.4216,6.4084,6.0854
85,6.487,6.5014,6.278
86,6.4554,6.4324,6.4046
87,6.36,6.4278,6.182
88,6.435,6.4402,6.1602
89,6.472,6.4882,6.3606
90,6.3298,6.3446,6.329
91,6.423,6.4282,6.242
92,6.3276,6.3934,6.2036
93,6.5668,6.591,6.3794
94,6.3908,6.426,6.148
95,6.5384,6.4922,6.2248
96,6.3814,6.3612,6.2466
97,6.4956,6.4698,6.2872
98,6.4494,6.4454,6.375
99,6.5212,6.4624,6.2454
100,6.5714,6.4866,6.2778
