1,5.1374,5.1882,2.3322
2,7.1598,7.2202,6.31
3,7.8776,7.9608,7.303
4,8.193,8.294,7.725
5,8.5448,8.6052,8.1198
6,8.814,8.9148,8.4624
7,8.9606,9.0202,8.5898
8,9.161,9.2642,8.7842
9,9.2824,9.368,8.9946
10,9.2922,9.4388,9.161
11,9.403,9.489,9.1736
12,9.5476,9.6502,9.4388
13,9.5138,9.6422,9.4944
14,9.635,9.7246,9.5808
15,9.5698,9.6632,9.5252
16,9.693,9.8122,9.6436
17,9.8688,9.9564,9.8088
18,9.8736,9.919,10.004
19,9.949,9.971,10.009
20,9.98,10.021,10.002
21,9.9588,10.064,10.01
22,9.9874,10.095,9.99
23,10.031,10.092,10.109
24,10.022,10.125,10.145
25,10.108,10.204,10.247
26,10.09,10.157,10.234
27,10.128,10.211,10.188
28,10.191,10.314,10.274
29,10.178,10.281,10.332
30,10.19,10.302,10.307
31,10.231,10.38,10.303
32,10.247,10.357,10.368
33,10.27,10.319,10.404
34,10.259,10.348,10.42
35,10.2,10.266,10.451
36,10.315,10.359,10.47
37,10.189,10.248,10.392
38,10.227,10.377,10.406
39,10.26,10.359,10.415
40,10.329,10.365,10.526
41,10.248,10.305,10.494
42,10.28,10.394,10.444
43,10.371,10.474,10.552
44,10.363,10.414,10.531
45,10.411,10.521,10.574
46,10.347,10.449,10.531
47,10.416,10.501,10.51
48,10.359,10.454,10.459
49,10.297,10.412,10.51
50,10.321,10.402,10.539
51,10.414,10.519,10.652
52,10.379,10.452,10.674
53,10.345,10.415,10.614
54,10.191,10.307,10.538
55,10.372,10.43,10.574
56,10.336,10.42,10.638
57,10.385,10.445,10.623
58,10.347,10.481,10.753
59,10.394,10.479,10.676
60,10.314,10.401,10.649
61,10.269,10.385,10.603
62,10.378,10.443,10.673
63,10.406,10.465,10.596
64,10.42,10.495,10.633
65,10.322,10.406,10.617
66,10.334,10.469,10.617
67,10.436,10.548,10.668
68,10.452,10.555,10.605
69,10.362,10.453,10.628
70,10.415,10.471,10.608
71,10.482,10.555,10.708
72,10.417,10.534,10.635
73,10.392,10.473,10.659
74,10.508,10.563,10.748
75,10.287,10.413,10.627
76,10.319,10.48,10.654
77,10.399,10.484,10.663
78,10.298,10.451,10.581
79,10.428,10.545,10.629
80,10.413,10.489,10.675
81,10.534,10.577,10.704
82,10.385,10.448,10.727
83,10.429,10.514,10.74
84,10.429,10.533,10.682
85,10.471,10.598,10.678
86,10.408,10.506,10.76
87,10.352,10.475,10.637
88,10.441,10.511,10.756
89,10.398,10.514,10.704
90,10.407,10.473,10.767
91,10.338,10.471,10.794
92,10.449,10.513,10.773
93,10.4,10.471,10.784
94,10.434,10.49,10.738
95,10.431,10.527,10.781
96,10.389,10.506,10.792
97,10.461,10.549,10.761
98,10.44,10.539,10.821
99,10.415,10.561,10.809
100,10.454,10.565,10.792
