1,62.319,64.41,59.259
2,59.756,60.913,57.511
3,58.047,58.947,56.235
4,56.546,57.289,55.087
5,55.242,55.897,54.052
6,54.082,54.663,53.109
7,53.039,53.564,52.267
8,52.065,52.544,51.459
9,51.15,51.592,50.709
10,50.295,50.708,49.992
11,49.489,49.879,49.296
12,48.732,49.104,48.639
13,48.015,48.37,48.01
14,47.344,47.68,47.414
15,46.712,47.034,46.846
16,46.128,46.438,46.308
17,45.573,45.869,45.796
18,45.051,45.335,45.312
19,44.548,44.822,44.844
20,44.074,44.339,44.398
