1,5.9098,5.8784,5.748
2,4.9404,4.881,4.853
3,4.6534,4.6242,4.7834
4,4.6168,4.6342,4.75
5,4.628,4.6518,4.629
6,4.6728,4.6622,4.557
7,4.7506,4.775,4.7096
8,4.7704,4.7798,4.8164
9,4.659,4.6658,4.7942
10,4.7556,4.694,4.8272
11,4.7406,4.7918,4.7144
12,4.798,4.8412,4.7856
13,4.8524,4.8794,4.7122
14,4.7966,4.778,4.6434
15,4.9142,4.9822,4.8092
16,4.8118,4.8172,4.791
17,4.8596,4.8442,4.8156
18,4.8302,4.825,4.7858
19,4.8838,4.8794,4.8354
20,4.8002,4.8786,4.7626
21,4.9334,4.9244,4.8504
22,4.886,4.9014,4.8184
23,4.7574,4.7888,4.7228
24,4.8552,4.8584,4.785
25,4.9202,4.926,4.7906
26,4.9546,5.0046,4.7494
27,4.91,4.9734,4.8408
28,4.8692,4.8628,4.8494
29,4.9026,4.922,4.7308
30,4.9988,4.9756,4.8216
31,4.862,4.8578,4.7248
32,4.9728,5.0192,4.7916
33,4.9676,5.0028,4.782
34,4.9218,4.8736,4.8264
35,4.8862,4.9168,4.963
36,4.8596,4.8664,4.7836
37,5.0062,5.0216,4.7996
38,4.968,4.9634,4.861
39,4.9646,5.0052,4.8986
40,4.993,5.0188,4.7412
41,5.0918,5.0354,4.8068
42,5.028,5.011,4.814
43,4.9606,4.9852,4.9274
44,5.0062,5.0148,4.907
45,5.0714,5.0954,5.0174
46,5.0676,5.0594,4.922
47,4.938,5.025,4.8208
48,4.9778,4.9932,4.768
49,4.9884,4.9842,4.7562
50,4.8992,4.8994,4.7602
51,4.984,4.9882,4.87
52,4.9054,4.9138,4.8252
53,4.9562,5.0236,4.774
54,4.8946,4.9358,4.6706
55,4.867,4.8732,4.74
56,4.932,4.9256,4.8078
57,4.9292,4.9516,4.7382
58,5.0598,5.0574,4.8446
59,4.9042,4.9162,4.832
60,4.9958,5.017,4.9146
61,5.0452,5.0568,4.9162
62,5.043,5.0788,4.8906
63,5.1298,5.1166,4.9856
64,4.9752,4.979,4.822
65,5.0206,5.0338,4.9756
66,4.9428,4.9676,4.8662
67,4.9494,4.9808,4.8184
68,4.8746,4.8992,4.8528
69,5.038,5.0178,4.8464
70,5.0298,5.0848,4.8282
71,4.9628,4.9572,4.802
72,4.9802,4.991,4.8272
73,4.9288,4.9322,4.8548
74,5.0132,4.9924,4.8568
75,4.986,4.9912,4.8428
76,4.9956,4.9956,4.8594
77,4.931,4.9,4.846
78,4.924,4.9332,4.9772
79,4.908,4.9124,4.8964
80,5.069,5.0042,4.8012
81,4.9532,4.93,4.818
82,4.9328,4.9116,4.86
83,4.9594,4.9632,4.9138
84,4.9596,4.966,4.8338
85,4.947,4.97,4.83
86,4.995,4.967,4.8128
87,5.1034,5.0726,4.887
88,5.1688,5.158,4.9648
89,5.1212,5.1044,4.9974
90,4.9568,4.9578,4.8214
91,5.124,5.1244,4.8492
92,5.0582,5.0554,4.8086
93,5.1784,5.2158,4.9836
94,5.0482,5.0576,4.881
95,5.0752,5.1184,4.8638
96,5.1298,5.0824,4.855
97,5.0948,5.0916,4.9398
98,5.0126,5.026,4.8908
99,5.1106,5.1056,4.9498
100,5.1386,5.1476,5.125
