1,2.6248,2.6482,1.4906
2,3.738,3.7484,3.56
3,4.1236,4.1342,4.1142
4,4.4786,4.4836,4.5778
5,4.727,4.7456,4.9644
6,4.9732,4.9726,5.2966
7,5.2928,5.2894,5.596
8,5.5126,5.5328,5.8206
9,5.65,5.6748,6.0312
10,5.7906,5.8232,6.1738
11,6.0034,6.0042,6.3996
12,6.2342,6.2094,6.6402
13,6.4524,6.4206,6.894
14,6.5904,6.6134,7.0612
15,6.7818,6.7902,7.195
16,6.8678,6.8868,7.4006
17,7.1864,7.1874,7.6498
18,7.2912,7.3184,7.7766
19,7.5308,7.505,7.9586
20,7.6072,7.6026,8.0768
21,7.8864,7.8822,8.352
22,8.021,8.0352,8.5458
23,8.2712,8.2758,8.742
24,8.5108,8.5054,8.9538
25,8.527,8.514,9.021
26,8.7456,8.7814,9.2386
27,8.9708,8.924,9.3926
28,9.1274,9.074,9.5236
29,9.2698,9.258,9.6538
30,9.4694,9.4308,9.9122
31,9.6134,9.5648,10.083
32,9.791,9.762,10.286
33,10.042,10.022,10.467
34,10.084,10.068,10.589
35,10.399,10.394,10.814
36,10.505,10.504,10.981
37,10.688,10.665,11.205
38,10.939,10.94,11.521
39,11.189,11.189,11.612
40,11.364,11.388,11.794
41,11.521,11.515,12.034
42,11.803,11.834,12.26
43,12.104,12.055,12.405
44,12.195,12.19,12.599
45,12.485,12.502,12.887
46,12.678,12.657,13.078
47,12.989,12.942,13.287
48,13.144,13.12,13.45
49,13.338,13.332,13.565
50,13.426,13.371,13.777
51,13.647,13.641,13.866
52,13.783,13.737,14.036
53,13.873,13.88,14.01
54,13.994,13.955,14.296
55,14.179,14.125,14.362
56,14.364,14.332,14.447
57,14.424,14.409,14.496
58,14.555,14.508,14.492
59,14.693,14.731,14.736
60,14.824,14.783,14.827
61,14.939,14.89,14.918
62,15.064,15.038,15.02
63,15.176,15.183,15.082
64,15.176,15.187,15.082
65,15.226,15.174,15.167
66,15.365,15.286,15.28
67,15.441,15.397,15.403
68,15.541,15.513,15.381
69,15.664,15.601,15.595
70,15.85,15.76,15.682
71,15.783,15.744,15.713
72,15.893,15.821,15.833
73,15.978,15.909,15.852
74,15.91,15.918,15.942
75,16.068,16.013,15.906
76,16.082,16.023,15.924
77,16.115,16.111,15.973
78,16.081,16.083,16.092
79,16.21,16.167,16.049
80,16.136,16.123,16.146
81,16.259,16.251,16.158
82,16.414,16.32,16.159
83,16.446,16.435,16.264
84,16.453,16.41,16.333
85,16.442,16.402,16.323
86,16.537,16.53,16.324
87,16.692,16.66,16.446
88,16.628,16.582,16.461
89,16.601,16.58,16.395
90,16.678,16.642,16.403
91,16.672,16.604,16.494
92,16.651,16.673,16.555
93,16.674,16.658,16.552
94,16.701,16.692,16.563
95,16.771,16.751,16.677
96,16.688,16.702,16.669
97,16.904,16.904,16.766
98,16.904,16.886,16.777
99,16.874,16.863,16.73
100,16.767,16.754,16.635
101,16.906,16.868,16.615
102,16.804,16.791,16.7
103,16.864,16.878,16.723
104,16.993,16.958,16.65
105,16.938,16.933,16.75
106,16.971,16.952,16.781
107,17.09,17.073,16.823
108,17.13,17.16,16.873
109,17.132,17.114,16.86
110,17.057,17.017,16.919
111,17.144,17.122,16.913
112,17.087,17.052,16.956
113,17.092,17.099,16.931
114,17.001,17.056,16.794
115,17.024,17.011,16.774
116,17.02,16.984,16.847
117,17.033,17.003,16.869
118,16.988,16.974,16.857
119,17.031,17.031,16.851
120,17.02,17.006,16.965
121,17.119,17.091,17.027
122,17.125,17.113,16.99
123,17.201,17.188,16.945
124,17.257,17.222,16.988
125,17.257,17.27,16.961
126,17.226,17.243,17.055
127,17.336,17.316,17.073
128,17.381,17.379,17.128
129,17.351,17.368,17.106
130,17.285,17.329,17.014
131,17.332,17.313,17.057
132,17.234,17.248,17.116
133,17.193,17.256,17.126
134,17.239,17.223,17.098
135,17.204,17.193,17.149
136,17.269,17.273,17.186
137,17.376,17.347,17.188
138,17.411,17.381,17.158
139,17.423,17.436,17.232
140,17.324,17.303,17.168
141,17.416,17.414,17.213
142,17.495,17.499,17.228
143,17.408,17.344,17.269
144,17.363,17.383,17.207
145,17.382,17.395,17.184
146,17.371,17.381,17.135
147,17.456,17.399,17.211
148,17.482,17.46,17.119
149,17.453,17.414,17.221
150,17.46,17.444,17.212
